maker,specific_origin,cocoa_percent,maker_location,rating,bean_type,broad_origin
Fresco,"Maranon,#227,LR,MC",70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon,#229,MR,LC",70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Maranon,#230,Dominican Republic,LC",70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Fresco,"Conacado,#223,MR,SC",72.0,U.S.A.,3.25,Blend,Dominican Republic
Fresco,"Conacado,#224,MR,MC",72.0,U.S.A.,3.75,Blend,Dominican Republic
Fresco,"San Martin,Bellavista Coop,#226,Dominican Republic,MC",70.0,U.S.A.,3.75,Blend,Peru
Fresco,"Bellavista Coop,#225,LR,MC,CG Exclusive",70.0,U.S.A.,4.0,Trinitario,Peru
Fresco,"Markham Valley,#219,LR,MC",69.0,U.S.A.,3.5,Blend,Papua New Guinea
Fresco,"Markham Valley,#221,Dominican Republic,MC",69.0,U.S.A.,3.5,Blend,Papua New Guinea
Fresco,"Sambirano Valley,#216,MR,LC",74.0,U.S.A.,4.0,Trinitario,Madagascar
Fresco,"Markham Valley,#220,MR,MC",69.0,U.S.A.,4.0,Trinitario,Papua New Guinea
Fresco,"Markham Valley,#222,LR,0C",69.0,U.S.A.,3.0,Trinitario,Papua New Guinea
Fresco,"Ghana,#211,MR,MC",74.0,U.S.A.,2.75,Forastero,Ghana
Fresco,"Jamaica,#209,Dominican Republic,SC",70.0,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Conacado,#212,LR,SC",72.0,U.S.A.,3.5,Blend,Dominican Republic
Fresco,"Jamaica,#210,Dominican Republic,MC",70.0,U.S.A.,3.5,Trinitario,Jamaica
Fresco,"Sambirano Valley,#214,LR,MC",74.0,U.S.A.,2.75,Trinitario,Madagascar
Fresco,"Conacado,#213,Dominican Republic,C",72.0,U.S.A.,3.25,Blend,Dominican Republic
Fresco,"Sambirano Valley,#215,MR,MC",74.0,U.S.A.,3.0,Trinitario,Madagascar
Fresco,"Chuao,#218,MR,MC",76.0,U.S.A.,3.25,Trinitario,Venezuela
Fresco,"Chuao,#217,Dominican Republic,MC",70.0,U.S.A.,4.0,Trinitario,Venezuela
Fresco,"Jamaica,#204,Dominican Republic,SC",80.0,U.S.A.,2.75,Trinitario,Jamaica
Fresco,"Jamaica,#206,Dominican Republic,LC",70.0,U.S.A.,3.0,Trinitario,Jamaica
Fresco,"Jamaica,#205,Dominican Republic,MC",70.0,U.S.A.,3.25,Trinitario,Jamaica
Fresco,"Carenero Superior,#203,MR,SC",65.0,U.S.A.,3.5,Criollo,Venezuela
Friis Holm,"Rugoso,Bad Fermentation",70.0,Denmark,3.5,Blend,Nicaragua
Friis Holm (Bonnat),La Dalia,60.0,Denmark,3.0,Blend,Nicaragua
Friis Holm (Bonnat),La Dalia,85.0,Denmark,3.25,Blend,Nicaragua
Friis Holm (Bonnat),La Dalia,70.0,Denmark,3.5,Blend,Nicaragua
Friis Holm (Bonnat),"Barba,Xoco",70.0,Denmark,3.25,Blend,Nicaragua
Friis Holm (Bonnat),"Medagla,Xoco",70.0,Denmark,3.5,Blend,Nicaragua
Friis Holm (Bonnat),"Chuno,triple turned,Xoco",70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Red Mayan,Xoco",70.0,Denmark,3.25,"Criollo, Trinitario",Honduras
Friis Holm (Bonnat),"Chuno,double turned,Xoco",70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Rugoso,Xoco",70.0,Denmark,3.75,Blend,Nicaragua
Friis Holm (Bonnat),"Johe,Xoco",70.0,Denmark,3.25,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Chuno,Xoco",70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Friis Holm (Bonnat),"Nicaliso,Xoco",70.0,Denmark,3.5,"Criollo, Trinitario",Nicaragua
Fruition,"Wild Bolivian,Batch 2",74.0,U.S.A.,3.75,Beniano,Bolivia
Fruition,"Coto Brus,Heirloom,Batch 1",74.0,U.S.A.,4.0,Amazon mix,Costa Rica
Fruition,Gran Couva,70.0,U.S.A.,3.75,Trinitario,Trinidad
Fruition,Maranon,76.0,U.S.A.,3.0,Forastero (Nacional),Peru
Fruition,La Red,70.0,U.S.A.,3.75,Blend,Dominican Republic
Fruition,Camino Verde,75.0,U.S.A.,3.0,Blend,Ecuador
Fruition,Peru,70.0,U.S.A.,2.5,Blend,Peru
Fruition,Signature Blend,66.0,U.S.A.,3.25,Trinitario,Costa Rica
Fruition,Costa Rica,70.0,U.S.A.,3.0,Blend,Costa Rica
Garden Island,"Kaua'I,Alea Estate +world",85.0,U.S.A.,2.5,Blend,Hawaii
Georgia Ramon,Akesson P,65.0,Germany,3.25,Trinitario,Madagascar
Georgia Ramon,ABOCFA Coop,70.0,Germany,4.0,Forastero,Ghana
Georgia Ramon,Conacado Coop,70.0,Germany,3.5,Trinitario,Dominican Republic
Georgia Ramon,Conacado Coop,80.0,Germany,3.5,Trinitario,Dominican Republic
Georgia Ramon,Akesson P,75.0,Germany,3.5,Trinitario,Madagascar
Glennmade,"Toledo District,2015 Harvest",70.0,U.S.A.,3.5,Blend,Belize
Glennmade,Bahia,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil
Goodnow Farms,"Almendra Blanca,batch 1004",77.0,U.S.A.,2.75,Blend,Mexico
Goodnow Farms,"El Carmen,batch 1003",77.0,U.S.A.,3.25,Blend,Nicaragua
Goodnow Farms,"Asochivite,batch 1005",77.0,U.S.A.,3.25,Blend,Guatemala
Grand Place,"Ben Tre,Dong Nai",72.0,Vietnam,3.0,Trinitario,Vietnam
Green & Black's (ICAM),Dark,70.0,England,2.5,Blend, 
Green Bean to Bar,Madagascar,70.0,Japan,3.5,Blend,Madagascar
Grenada Chocolate Co.,Grenada,82.0,Grenada,3.25,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,60.0,Grenada,2.75,Trinitario,Grenada
Grenada Chocolate Co.,Grenada,71.0,Grenada,2.5,Trinitario,Grenada
Guido Castagna,Arriba,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador
Guido Castagna,Ghana,64.0,Italy,3.0,Forastero,Ghana
Guido Castagna,"Trinidad,Tobago",64.0,Italy,3.0,Blend,"Trinidad,Tobago"
Guido Castagna,Lacri Blend,76.0,Italy,3.0,Blend,Venezuela
Guido Castagna,Blend,64.0,Italy,3.25,Blend,"Venezuela,Trinidad,Ecuador"
Guittard,"Epique,Blend No 49",70.0,U.S.A.,3.75,Blend, 
Guittard,Haiti,65.0,U.S.A.,2.75,Blend,Haiti
Guittard,Nicaragua,65.0,U.S.A.,2.75,Blend,Nicaragua
Guittard,Jamaica,65.0,U.S.A.,3.25,Trinitario,Jamaica
Guittard,Ecuador,65.0,U.S.A.,3.5,Blend,Ecuador
Guittard,Coucher du Soleil,72.0,U.S.A.,2.75,Blend, 
Guittard,Lever du Soleil,61.0,U.S.A.,3.25,Blend, 
Guittard,Onyx,72.0,U.S.A.,3.25,Blend, 
Guittard,Trinidad,65.0,U.S.A.,3.0,Trinitario,Trinidad
Guittard,"O'ahu,N Shore,Waialua E,Kakoleka",55.0,U.S.A.,3.0,Blend,Hawaii
Guittard,Nocturne,91.0,U.S.A.,3.0,Blend, 
Guittard,Complexite,70.0,U.S.A.,3.5,Blend, 
Guittard,Machu Pichu,65.0,U.S.A.,3.0,Blend,Peru
Guittard,Special Maker Reserve,64.0,U.S.A.,3.0,Blend, 
Guittard,Ocumare,65.0,U.S.A.,3.5,Blend,Venezuela
Guittard,Quetzalcoatl,72.0,U.S.A.,3.5,Blend, 
Guittard,Chucuri,65.0,U.S.A.,3.0,Trinitario,Colombia
Guittard,Sur del Lago,65.0,U.S.A.,2.5,"Criollo, Trinitario",Venezuela
Guittard,"Sambirano,Ambanja",65.0,U.S.A.,3.5,"Criollo, +",Madagascar
Guittard,"Los Rios,Quevedo",65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador
Guittard,Tsaranta,61.0,U.S.A.,3.5,Blend, 
Guittard,Semisweet,61.0,U.S.A.,3.0,Blend, 
Habitual,Papua New Guinea,80.0,Canada,2.75,Blend,Papua New Guinea
Habitual,"Campesino w,nibs",74.0,Canada,2.75,Blend, 
Habitual,Dominican Republic,75.0,Canada,3.25,Blend,Dominican Republic
Habitual,Trinitario,70.0,Canada,3.5,Trinitario, 
Habitual,Downtown London,65.0,Canada,2.75,Blend, 
Habitual,Africa meets Latina,70.0,Canada,3.0,Blend, 
Habitual,Amazonas,80.0,Canada,3.0,Blend, 
Habitual,Sharkey,66.0,Canada,3.25,Blend,Hawaii
Habitual,one hundred,100.0,Canada,2.0,Blend, 
Hachez,Arriba,77.0,Germany,2.5,Forastero (Arriba),Ecuador
Hacienda El Castillo,"Don Homero,Cerecita Valley",55.0,Ecuador,2.75,Trinitario,Ecuador
Hacienda El Castillo,"Don Homero,Cerecita Valley",70.0,Ecuador,3.0,Trinitario,Ecuador
Haigh,"South America,Africa",70.0,Australia,3.0,Blend,"South America,Africa"
Harper Macaw,"Vale do Juliana,w,nibs",85.0,U.S.A.,3.25,Blend,Brazil
Harper Macaw,Brazil Blend,67.0,U.S.A.,3.0,Blend,Brazil
Harper Macaw,"Tome Acu E,Amazon Rainforest",77.0,U.S.A.,3.5,Blend,Brazil
Harper Macaw,"Vale do Juliana E,Atlantic Forest",74.0,U.S.A.,3.5,Blend,Brazil
Heilemann,Peru,64.0,Germany,2.75,Blend,Peru
Heirloom Cacao Preservation (Brasstown),"Maya Mtn,Moho R,Toledo D,2015",70.0,U.S.A.,3.25,Amazon,Belize
Heirloom Cacao Preservation (Fruition),"Cota Brus,Terciopelo,2015",74.0,U.S.A.,3.5,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Guittard),"Alto Beni,Upper Rio Beni,2014",67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Guittard),"Wild Beni,Lower Rio Beni,Tranquilidad,2014",67.0,U.S.A.,3.0,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),"Los Rios,Hacienda Limon,Orecao,2014",67.0,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Guittard),"Maunawili,O'ahu,Agri Research C,2014",67.0,U.S.A.,3.75,Blend,Hawaii
Heirloom Cacao Preservation (Manoa),"Maunawili,O'ahu,Agri Research C,2015",72.0,U.S.A.,3.5,Blend,Hawaii
Heirloom Cacao Preservation (Millcreek),"Los Rios,Hacienda Limon,Orecao,2015",70.0,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Mindo),"Pinchincha,Mindo,Coop Nueva Esper,2015",77.0,U.S.A.,3.5,EET,Ecuador
Heirloom Cacao Preservation (Zokoko),"Alto Beni,Upper Rio Beni,2015",68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia
Heirloom Cacao Preservation (Zokoko),"Wild Beni,Lower Rio Beni,Tranquilidad,2015",72.0,U.S.A.,4.0,Beniano,Bolivia
hello cocoa,Uganda,57.0,U.S.A.,2.75,Forastero,Uganda
hello cocoa,Venezuela,74.0,U.S.A.,3.5,Criollo,Venezuela
hexx,Tanzania,70.0,U.S.A.,2.75,Blend,Tanzania
hexx,Madagascar,74.0,U.S.A.,3.0,Trinitario,Madagascar
hexx,Venezuela,70.0,U.S.A.,3.0,Blend,Venezuela
hexx,Ecuador,73.0,U.S.A.,3.25,Blend,Ecuador
hexx,Peru,70.0,U.S.A.,3.25,Blend,Peru
Hogarth,Akesson's Estate,70.0,New Zealand,2.75,Trinitario,Madagascar
Hogarth,Carenero Superior,72.0,New Zealand,2.75,Trinitario,Venezuela
Hogarth,Conacado,75.0,New Zealand,3.25,Trinitario,Dominican Republic
Hogarth,Gran Blanco,66.0,New Zealand,3.5,Criollo,Peru
Hoja Verde (Tulicorp),Arriba,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Arriba,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador
Hoja Verde (Tulicorp),Manabi,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador
Holy Cacao,Maranon,70.0,Israel,2.75,Blend,Peru
Holy Cacao,"Camino Verde P,Balao,Guayas",70.0,Israel,3.5,Blend,Ecuador
Holy Cacao,Sambirano,70.0,Israel,3.5,Trinitario,Madagascar
Holy Cacao,Gran Couva,70.0,Israel,3.5,Trinitario,Trinidad
Holy Cacao,Mara,70.0,Israel,3.5,Blend,Venezuela
Holy Cacao,Ivory Coast,70.0,Israel,2.5,Blend,Ivory Coast
Holy Cacao,Hispaniola,70.0,Israel,2.75,Blend,Dominican Republic
Holy Cacao,San Martin,70.0,Israel,3.5,Blend,Peru
Holy Cacao,"Hispaniola w,nibs",75.0,Israel,3.75,Blend,Dominican Republic
Honest,"Ecuador,w,nibs",72.0,South Africa,2.5,Blend,Ecuador
Hotel Chocolat,"Pepiniere,single Cote",70.0,England,2.75,Blend,St Lucia
Hotel Chocolat,"Marcial,single Cote,2012",70.0,England,4.0,Trinitario,St Lucia
Hotel Chocolat,"Island Growers,2012,120hr c",100.0,England,1.75,Trinitario,St Lucia
Hotel Chocolat (Coppeneur),Trinidad,75.0,England,3.0,Trinitario,Trinidad
Hotel Chocolat (Coppeneur),"Mekong Delta,Dong Nai",80.0,England,3.5,Trinitario,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios,H Iara",90.0,England,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation,Akesson,2012",72.0,England,3.0,Trinitario,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios,H Iara,2012",82.0,England,3.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Chanchamayo,Pichanadi,2012,60hr c",100.0,England,2.75,Blend,Peru
Hotel Chocolat (Coppeneur),"Los Rios,H Iara,2012,120hr c",100.0,England,2.5,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Conacado,2012,120hr c",100.0,England,2.75,Blend,Dominican Republic
Hotel Chocolat (Coppeneur),Sambirano,66.0,England,3.5,"Criollo, Trinitario",Madagascar
Hotel Chocolat (Coppeneur),"Los Rios,H Iara,96hr c",80.0,England,3.0,Forastero (Nacional),Ecuador
Hotel Chocolat (Coppeneur),"Island Growers,120hr c",65.0,England,3.0,Trinitario,St Lucia
Hotel Chocolat (Coppeneur),"Island Growers,96hr c",65.0,England,3.25,Trinitario,St Lucia
Hotel Chocolat (Coppeneur),Ecuador,70.0,England,2.75,Blend,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,70.0,England,3.0,Blend,Dominican Republic
Hotel Chocolat (Coppeneur),Chuao,70.0,England,2.75,Trinitario,Venezuela
Hotel Chocolat (Coppeneur),St Lucia,72.0,England,3.0,Blend,St Lucia
Hotel Chocolat (Coppeneur),Uganda,80.0,England,2.5,Forastero,Uganda
Hotel Chocolat (Coppeneur),Tanzania,75.0,England,2.75,Blend,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,72.0,England,3.0,Forastero,Sao Tome
Hummingbird,Lam Dong,70.0,Canada,3.5,Trinitario,Vietnam
Hummingbird,Bolivia,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,"Bolivia,Bo,nib,ia,w,nibs",70.0,Canada,3.0,"Criollo, Trinitario",Bolivia
Hummingbird,Momotombo,70.0,Canada,3.0,Trinitario,Nicaragua
Hummingbird,Hispaniola,70.0,Canada,3.75,Trinitario,Dominican Republic
Hummingbird,"Zorzal Reserva w,Charles Kerchner",70.0,Canada,3.5,Blend,Dominican Republic
Hummingbird,"Ocumare,Cumboto",70.0,Canada,3.25,"Criollo, Trinitario",Venezuela
Hummingbird,Amazonas,70.0,Canada,3.75,Forastero,Venezuela
Idilio (Felchlin),"Chuao,Venezuela",72.0,Switzerland,3.75,Trinitario,Venezuela
Idilio (Felchlin),Coopertiva Amazona,72.0,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago,Amiari Meridena,Zulia,48hr c",72.0,Switzerland,3.75,Blend,Venezuela
Idilio (Felchlin),"Choroni,Finca Torres,48hr c",72.0,Switzerland,3.25,Criollo,Venezuela
Idilio (Felchlin),"Ocumare,H Cata,48hr c",72.0,Switzerland,3.75,Criollo,Venezuela
Idilio (Felchlin),"Porcelana,Zulia",74.0,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Ocumare,H Cata,w,nibs",72.0,Switzerland,3.5,Criollo,Venezuela
Idilio (Felchlin),"Carenero Superior,Urrutia,Barlovento",70.0,Switzerland,4.0,Trinitario,Venezuela
Idilio (Felchlin),"Coopertiva Amazona w,nibs",72.0,Switzerland,4.0,Criollo,Venezuela
Idilio (Felchlin),"Sur del Lago,Amiari Meridena,Zulia,w,nibs",72.0,Switzerland,4.0,Blend,Venezuela
Indah,"India ,south",61.0,India,2.5,Blend,India
Indaphoria,La Red,70.0,U.S.A.,3.25,Blend,Dominican Republic
Indaphoria,"Conacado,Manifesto",70.0,U.S.A.,2.75,Blend,Dominican Republic
Indi,Honduras,77.0,U.S.A.,3.0,Blend,Honduras
iQ Chocolate,"Satipo region,white label",72.0,Scotland,2.75,Criollo,Peru
iQ Chocolate,black label,72.0,Scotland,3.0,Blend,Peru
Isidro,Madagascar,72.0,U.S.A.,3.5,Trinitario,Madagascar
Isidro,Peru,72.0,U.S.A.,2.25,Blend,Peru
Isidro,Belize,72.0,U.S.A.,3.25,Trinitario,Belize
Isidro,Dominican Republic,72.0,U.S.A.,3.25,Blend,Dominican Republic
Izard,"Maya Mountain,Toledo,Batch 29",70.0,U.S.A.,3.5,Trinitario,Belize
Izard,"Elvesia P,Batch 32",70.0,U.S.A.,2.75,Blend,Dominican Republic
Jacque Torres,Trinatario Treasure,71.0,U.S.A.,2.0,Trinitario,Ghana
Jordis,Madagascar,63.0,Czech Republic,2.75,Trinitario,Madagascar
Just Good Chocolate,Belize,70.0,U.S.A.,3.5,Trinitario,Belize
Just Good Chocolate,Madagascar,70.0,U.S.A.,3.5,Trinitario,Madagascar
Just Good Chocolate,Peru,70.0,U.S.A.,4.0,Blend,Peru
Kah Kow,"Rizek Cacao,Cibao Valley,Dominican Republic",70.0,Domincan Republic,3.5,Blend,Dominican Republic
Kah Kow,"Rizek Cacao,Dominican Republic",82.0,Domincan Republic,3.0,Blend,Dominican Republic
Kah Kow,"Rizek Cacao,Dominican Republic",55.0,Domincan Republic,3.25,Blend,Dominican Republic
Kah Kow,"Rizek Cacao,Dominican Republic",62.0,Domincan Republic,3.25,Blend,Dominican Republic
Kakao,Peru,64.0,Germany,2.5,Blend,Peru
Kakao,Vanuatu,65.0,Germany,3.75,Trinitario,Vanuatu
Kallari (Ecuatoriana),"Sisa 36hr,W F blend prototype",70.0,Ecuador,3.0,Blend,Ecuador
Kallari (Ecuatoriana),"Sisa's Secret,original micro",70.0,Ecuador,3.5,Blend,Ecuador
Kallari (Ecuatoriana),Roberto,75.0,Ecuador,2.75,Blend,Ecuador
Kallari (Ecuatoriana),"Diego,original micro",85.0,Ecuador,2.5,Blend,Ecuador
Kallari (Ecuatoriana),"Diego 48hr,WF blend prototype",85.0,Ecuador,2.75,Blend,Ecuador
Kallari (Ecuatoriana),"Diego 60hr,WF blend prototype",85.0,Ecuador,3.0,Blend,Ecuador
Kallari (Ecuatoriana),Cacao Nacional WF,75.0,Ecuador,2.5,Blend,Ecuador
Kallari (Ecuatoriana),Cacao Nacional WF,85.0,Ecuador,3.0,Blend,Ecuador
Kaoka (Cemoi),Noir,70.0,France,2.75,Blend, 
Kaoka (Cemoi),Ecuador,80.0,France,2.75,Blend,Ecuador
Kerchner,"La Red,Project Reserva,Guaconejo",70.0,U.S.A.,3.75,Blend,Dominican Republic
Ki' Xocolatl,Dark,72.0,Mexico,2.0,Blend,Mexico
Kiskadee,"La Red,Guanconjeco",60.0,U.S.A.,3.0,Trinitario,Dominican Republic
Kto,San Martin,72.0,U.S.A.,2.5,Blend,Peru
Kto,Ocumare,72.0,U.S.A.,2.75,Blend,Venezuela
Kto,Belize,72.0,U.S.A.,3.0,Trinitario,Belize
Kto,Sambirano Valley,72.0,U.S.A.,3.25,Trinitario,Madagascar
Kto,Belize,90.0,U.S.A.,3.25,Trinitario,Belize
Kto,Elvesia,72.0,U.S.A.,3.25,Blend,Dominican Republic
Kto,ROIG,72.0,U.S.A.,3.25,Blend,Dominican Republic
K'ul,"Kafupbo,Petit Bourg,De Borgnes",70.0,U.S.A.,3.25,Blend,Haiti
K'ul,"Maranon,Fortunato No 4",70.0,U.S.A.,2.75,Forastero (Nacional),Peru
K'ul,"Los Rios,Hacienda Limon,Heirloom",70.0,U.S.A.,3.75,Blend,Ecuador
K'ul,"Bahia,Fazenda Camboa",70.0,U.S.A.,3.75,Forastero,Brazil
Kyya,Uganda,72.5,U.S.A.,2.5,Forastero,Uganda
Kyya,Hispaniola,72.5,U.S.A.,3.0,Blend,Dominican Republic
Kyya,Ecuador,72.5,U.S.A.,2.5,Blend,Ecuador
Kyya,Madagascar,72.5,U.S.A.,3.0,Trinitario,Madagascar
L.A. Burdick (Felchlin),Peru,74.0,U.S.A.,3.25,Blend,Peru
L.A. Burdick (Felchlin),Brazil,70.0,U.S.A.,4.0,Blend,Brazil
L.A. Burdick (Felchlin),Chuao,68.0,U.S.A.,3.75,Trinitario,Venezuela
L.A. Burdick (Felchlin),Quito,74.0,U.S.A.,3.75,Blend,Ecuador
L.A. Burdick (Felchlin),Grenada,75.0,U.S.A.,3.25,Trinitario,Grenada
L.A. Burdick (Felchlin),Dominican Republic,74.0,U.S.A.,3.75,Blend,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,71.0,U.S.A.,3.0,Blend,Venezuela
L.A. Burdick (Felchlin),Madagascar,64.0,U.S.A.,3.5,Trinitario,Madagascar
L.A. Burdick (Felchlin),Bolivian,68.0,U.S.A.,3.0,Blend,Bolivia
La Chocolaterie Nanairo,"Lumas,2015 Harvest,Batch 6,brown sugar",70.0,Japan,2.25,"Criollo, Trinitario",Peru
La Chocolaterie Nanairo,"Lumas,2015 Harvest,Batch 7",70.0,Japan,2.5,"Criollo, Trinitario",Peru
La Chocolaterie Nanairo,"Tumbes,2013 Harvest,Batch 8",70.0,Japan,3.0,Criollo,Peru
La Chocolaterie Nanairo,"Belize,2014 Harvest,Batch 9",70.0,Japan,3.0,"Criollo, Trinitario",Belize
La Maison du Chocolat (Valrhona),"Cuana,2013",74.0,France,2.75,Blend,"Africa,Carribean,Central America"
La Maison du Chocolat (Valrhona),Tobago,60.0,France,3.25,Blend,Tobago
La Maison du Chocolat (Valrhona),"Acarigua,w,nibs",56.0,France,3.25,Blend,Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,66.0,France,3.5,Blend,Dominican Republic
La Maison du Chocolat (Valrhona),Grenada,68.0,France,3.5,Trinitario,Grenada
La Maison du Chocolat (Valrhona),Akosombo,68.0,France,3.25,Forastero,Ghana
La Maison du Chocolat (Valrhona),"Porcelana,Pariguan",69.0,France,3.5,Criollo (Porcelana),Venezuela
La Maison du Chocolat (Valrhona),Kuruba,60.0,France,3.0,Blend, 
La Maison du Chocolat (Valrhona),Orinoco,60.0,France,3.75,Blend, 
La Maison du Chocolat (Valrhona),"Cuana,2008",74.0,France,3.5,Blend,"Venezuela,Indonesia,Ecuador"
La Oroquidea,Peruvian Amazon,72.0,Peru,2.5,Blend,Peru
La Pepa de Oro,Vinces,60.0,Ecuador,3.25,Blend,Ecuador
Laia aka Chat-Noir,"Madagascar,Batch 59,100",75.0,France,2.75,Trinitario,Madagascar
Laia aka Chat-Noir,"Vietnam,Batch 50,100",75.0,France,2.75,Trinitario,Vietnam
Laia aka Chat-Noir,"Cuba,Batch 59,100",75.0,France,3.0,Blend,Cuba
Laia aka Chat-Noir,"Peru,Batch 51,100",75.0,France,3.25,Blend,Peru
Laia aka Chat-Noir,"Ivory Coast,Batch 56,100",75.0,France,3.0,Blend,Ivory Coast
Laia aka Chat-Noir,"Sao Tome,Batch 151",75.0,France,3.5,Forastero,Sao Tome
Laia aka Chat-Noir,"Bahia,Batch 148",75.0,France,3.25,Blend,Brazil
Laia aka Chat-Noir,"Lam Dong,Batch 153",75.0,France,3.75,Trinitario,Vietnam
Laia aka Chat-Noir,Cuba,70.0,France,2.75,Blend,Cuba
Laia aka Chat-Noir,"Trinidad,Tobago",68.0,France,2.75,Blend,"Trinidad,Tobago"
Lajedo do Ouro,Catongo,70.0,Brazil,3.5,Forastero (Catongo),Brazil
Lake Champlain (Callebaut),Tanzania,75.0,U.S.A.,2.5,Blend,Tanzania
L'Amourette,Rugoso,80.0,U.S.A.,3.5,Trinitario,Nicaragua
L'Amourette,Carenero Superior,75.0,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Rio Caribe,75.0,U.S.A.,3.0,Trinitario,Venezuela
L'Amourette,Blend,72.0,U.S.A.,3.0,Criollo,"Peru,Ecuador,Venezuela"
Letterpress,"La Masica,Batch 7,FHIA",70.0,U.S.A.,3.5,Blend,Honduras
Letterpress,"Maya Mtn,Batch 18,Heirloom",70.0,U.S.A.,3.25,Blend,Belize
Letterpress,Liberia,70.0,U.S.A.,3.25,Blend,Liberia
Letterpress,Beniamo,70.0,U.S.A.,3.25,Blend,Bolivia
Letterpress,"San Juan Estate,Gran Couva",70.0,U.S.A.,3.5,Trinitario,Trinidad
Letterpress,San Andres,70.0,U.S.A.,3.0,Blend,Costa Rica
Letterpress,"La Red,Guaconejo",70.0,U.S.A.,3.25,Blend,Dominican Republic
Letterpress,Kokoa Kamili,70.0,U.S.A.,3.5,Blend,Tanzania
Letterpress,Maranura,70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Levy,Sambirano,71.0,Finland,3.5,Criollo,Madagascar
Lilla,Madagascar,70.0,Finland,3.0,Trinitario,Madagascar
Lillie Belle,Perfect Illusion,65.0,U.S.A.,3.5,Criollo,Peru
Lillie Belle,"Bolivia,Wild Thing",68.0,U.S.A.,3.5,Criollo,Bolivia
Lillie Belle,La Selva,68.0,U.S.A.,3.75,Blend,Peru
Lillie Belle,Purple Haze,75.0,U.S.A.,2.75,Blend,"Venezuela,Dominican Republic"
Lillie Belle,"The Other One,Grand Cru",74.0,U.S.A.,3.0,Blend,Dominican Republic
Lillie Belle,Wild Thing,68.0,U.S.A.,3.5,Criollo,Bolivia
Lindt & Sprungli,"Excellence ,US Version",85.0,Switzerland,3.0,Blend, 
Loiza,Puerto Rico,65.0,Puerto Rico,2.5,Blend,Puerto Rico
Lonohana,"Haleiwa,O'ahu; Lonohana E,Kanahiku",70.0,U.S.A.,3.75,Blend,Hawaii
Lonohana,"Haleiwa E,O'ahu,2014",65.0,U.S.A.,3.25,Blend,Hawaii
Lonohana,"Haleiwa E,O'ahu,2014",75.0,U.S.A.,3.75,Blend,Hawaii
Lonohana,"Opaeula Estate,O'ahu,Nene,CG Exclusive",71.0,U.S.A.,3.0,Blend,Hawaii
Lonohana,"Opaeula Estate,O'ahu,Ele'ele",72.0,U.S.A.,3.0,Blend,Hawaii
Lonohana,"Hawaiian Crown,Kona Vanilla",70.0,U.S.A.,3.5,Blend,Hawaii
Love Bar,Nicaragua,75.0,U.S.A.,2.0,Blend,Nicaragua
Luker,Selva,46.0,Colombia,2.75,Blend,"Colombia,Ecuador"
Luker,Macondo,60.0,Colombia,3.0,Blend,"Colombia,Ecuador"
